Age,Gender,Height,Weight,CALC,FAVC,FCVC,NCP,SCC,SMOKE,CH2O,family_history_with_overweight,FAF,TUE,CAEC,MTRANS,NObeyesdad,BMI
23.0,1,1.74,53.0,3,1,2.0,3.0,0,0,1.0,0,3.0,2.0,1,3,0,17.50561500858766
18.0,1,1.87,67.0,2,1,3.0,3.0,1,0,3.0,1,1.0,1.0,1,0,1,19.159827275586945
18.0,1,1.7,50.0,2,1,1.0,3.0,0,0,1.0,0,2.0,1.0,1,3,0,17.301038062283737
17.0,1,1.67,60.0,3,0,2.0,4.0,0,0,2.0,0,0.0,2.0,0,3,1,21.513858510523864
23.0,1,1.72,66.0,2,1,2.0,3.0,0,0,2.0,1,0.0,1.0,2,4,1,22.30935640886966
23.0,1,1.82,107.0,2,1,2.0,3.0,0,0,3.0,0,0.0,1.0,2,3,2,32.30286197319164
19.0,0,1.5,50.0,2,1,2.0,3.0,0,0,1.0,0,0.0,2.0,1,3,1,22.22222222222222
18.0,1,1.7,60.0,3,1,2.0,3.0,0,0,2.0,0,2.0,1.0,2,3,1,20.761245674740486
25.0,1,1.71,71.0,2,1,2.0,3.0,0,0,2.0,1,0.0,0.0,1,2,1,24.280975342840534
25.0,0,1.61,61.0,2,0,2.0,3.0,0,0,1.0,0,2.0,1.0,2,3,1,23.533042706685695
18.0,0,1.5,50.0,2,1,3.0,3.0,0,0,2.0,1,0.0,1.0,1,3,1,22.22222222222222
16.0,1,1.67,50.0,3,1,2.0,1.0,0,0,3.0,1,1.0,0.0,1,3,0,17.92821542543655
21.0,1,1.82,67.0,2,1,2.0,4.0,0,1,3.0,0,3.0,2.0,0,4,1,20.227025721531216
32.0,0,1.57,57.0,2,1,3.0,3.0,0,0,2.0,1,0.0,0.0,2,0,1,23.124670372023203
18.0,1,1.79,52.0,2,0,3.0,3.0,0,0,2.0,0,1.0,1.0,2,3,0,16.22920632939047
21.0,1,1.75,62.0,2,1,3.0,4.0,0,1,2.0,0,0.0,0.0,1,3,1,20.244897959183675
18.0,1,1.7,55.0,2,1,2.0,3.0,0,0,2.0,1,0.0,0.0,1,3,1,19.031141868512112
18.0,0,1.62,55.0,3,1,2.0,3.0,0,0,1.0,1,1.0,1.0,1,3,1,20.957171162932475
17.0,1,1.69,60.0,2,0,2.0,3.0,0,0,3.0,0,2.0,1.0,2,4,1,21.007667798746546
20.0,1,1.77,70.0,2,1,1.0,1.0,0,0,2.0,1,1.0,1.0,2,3,1,22.34351559258195
21.0,1,1.79,105.0,2,1,2.0,3.0,0,0,1.0,1,0.0,0.0,0,3,2,32.770512780499985
21.0,0,1.6,61.0,2,1,2.0,3.0,0,0,1.0,0,1.0,1.0,2,3,1,23.828124999999996
18.0,0,1.6,58.0,3,1,2.0,3.0,0,0,3.0,1,3.0,0.0,2,3,1,22.656249999999996
17.0,0,1.56,51.0,3,1,3.0,3.0,0,0,1.0,0,0.0,2.0,2,3,1,20.956607495069033
19.0,1,1.88,79.0,2,0,2.0,3.0,0,0,3.0,0,3.0,0.0,2,0,1,22.351742870076958
16.0,1,1.82,71.0,2,1,2.0,3.0,0,0,2.0,1,2.0,1.0,1,3,1,21.434609346697258
17.0,1,1.8,58.0,3,1,2.0,3.0,0,0,2.0,0,2.0,1.0,1,4,0,17.901234567901234
21.0,1,1.7,65.0,3,1,2.0,3.0,0,0,1.0,1,1.0,1.0,1,3,1,22.49134948096886
19.0,1,1.82,75.0,3,0,2.0,3.0,0,0,2.0,1,1.0,0.0,1,3,1,22.6421929718633
18.0,1,1.86,110.0,2,1,2.0,1.0,0,1,2.0,1,1.0,2.0,2,3,2,31.795583304428252
16.0,0,1.66,58.0,3,0,2.0,1.0,0,0,1.0,0,0.0,1.0,2,4,1,21.04804761213529
21.0,0,1.53,53.0,2,1,3.0,3.0,0,0,2.0,0,2.0,1.0,2,3,1,22.64086462471699
26.0,1,1.74,80.0,3,0,2.0,3.0,0,0,2.0,0,2.0,0.0,2,0,5,26.42356982428326
18.0,1,1.8,80.0,1,1,2.0,3.0,0,0,1.0,1,0.0,1.0,1,3,1,24.691358024691358
23.0,1,1.7,75.0,2,1,3.0,3.0,0,0,3.0,0,1.0,2.0,2,3,5,25.95155709342561
26.0,1,1.7,70.0,2,1,2.0,3.0,0,1,1.0,0,0.0,0.0,2,3,1,24.221453287197235
18.0,1,1.72,55.0,2,1,2.0,4.0,0,0,2.0,0,2.0,1.0,2,3,1,18.591130340724717
16.0,1,1.84,45.0,2,1,3.0,3.0,0,0,3.0,1,3.0,2.0,0,4,0,13.291587901701323
16.0,0,1.57,49.0,2,1,2.0,4.0,0,0,2.0,0,0.0,1.0,0,3,1,19.879102600511175
20.0,1,1.8,85.0,2,0,2.0,3.0,0,0,3.0,1,2.0,1.0,2,3,5,26.234567901234566
23.0,1,1.75,120.0,2,1,2.0,3.0,0,1,2.0,1,2.0,1.0,2,3,3,39.183673469387756
24.0,0,1.56,60.0,2,1,1.0,3.0,0,0,2.0,1,0.0,2.0,0,3,1,24.654832347140037
23.0,0,1.59,48.0,2,1,2.0,1.0,0,0,1.0,1,0.0,2.0,1,3,1,18.986590720303784
20.0,1,1.8,75.0,2,1,3.0,4.0,0,0,3.0,0,2.0,0.0,0,3,1,23.148148148148145
17.0,1,1.79,57.0,3,1,2.0,4.0,0,0,2.0,1,2.0,1.0,1,3,0,17.789706937985706
17.0,1,1.72,62.0,3,1,2.0,3.0,0,0,2.0,0,3.0,1.0,0,3,1,20.9572742022715
16.0,0,1.6,57.0,3,1,3.0,3.0,0,0,1.0,0,3.0,0.0,2,3,1,22.265624999999996
17.0,1,1.66,56.0,2,1,1.0,3.0,0,0,2.0,1,1.0,1.0,0,3,1,20.322252866889244
26.0,0,1.65,63.0,3,1,3.0,3.0,0,0,1.0,0,1.0,0.0,2,4,1,23.140495867768596
26.0,1,1.7,72.0,2,1,2.0,3.0,0,0,2.0,0,0.0,0.0,0,3,1,24.913494809688583
18.0,1,1.75,70.0,3,1,3.0,4.0,0,0,2.0,0,1.0,1.0,2,3,1,22.857142857142858
25.0,0,1.56,45.0,2,1,2.0,3.0,0,0,1.0,0,0.0,0.0,2,3,1,18.49112426035503
27.0,0,1.55,63.0,2,1,2.0,3.0,0,0,1.0,0,0.0,1.0,2,0,5,26.22268470343392
21.0,1,1.67,67.0,3,1,3.0,1.0,0,0,2.0,1,1.0,1.0,0,3,1,24.023808670084982
23.0,0,1.75,56.0,2,0,3.0,3.0,0,0,2.0,0,2.0,0.0,1,3,0,18.285714285714285
18.0,1,1.8,72.0,2,1,2.0,3.0,0,0,2.0,1,3.0,0.0,2,0,1,22.22222222222222
30.0,0,1.65,71.0,2,1,2.0,3.0,0,0,1.0,1,0.0,0.0,2,3,5,26.07897153351699
21.0,0,1.55,58.0,2,1,2.0,1.0,0,0,1.0,0,1.0,0.0,2,3,1,24.141519250780433
18.0,1,1.7,55.3,2,1,3.0,3.0,0,0,2.0,1,3.0,0.0,2,3,1,19.134948096885815
23.0,1,1.72,76.0,2,0,3.0,4.0,0,0,1.0,1,0.0,0.0,1,3,5,25.689561925365066
19.0,1,1.74,74.0,2,0,3.0,1.0,0,0,3.0,1,3.0,1.0,2,4,1,24.441802087462015
19.0,0,1.65,82.0,2,1,3.0,3.0,0,0,1.0,1,0.0,1.0,2,3,2,30.119375573921033
17.0,0,1.8,50.0,2,1,3.0,4.0,0,0,1.0,0,2.0,1.0,1,3,0,15.432098765432098
17.0,1,1.74,56.0,3,1,2.0,3.0,0,0,2.0,1,2.0,1.0,2,3,1,18.49649887699828
27.0,1,1.85,75.0,3,1,2.0,1.0,0,0,2.0,1,1.0,0.0,2,4,1,21.913805697589478
23.0,0,1.7,56.0,3,0,3.0,4.0,1,0,3.0,0,3.0,0.0,0,0,1,19.377162629757787
18.0,0,1.45,53.0,1,1,2.0,3.0,1,0,2.0,0,1.0,2.0,1,3,5,25.20808561236623
19.0,1,1.7,50.0,2,1,1.0,4.0,0,0,1.0,0,2.0,1.0,1,3,0,17.301038062283737
20.0,1,1.7,65.0,3,1,2.0,3.0,0,0,2.0,0,0.0,1.0,2,3,1,22.49134948096886
18.0,1,1.78,64.4,3,1,3.0,3.0,0,0,2.0,1,3.0,2.0,1,4,1,20.32571644994319
17.0,0,1.6,65.0,2,1,3.0,1.0,1,0,2.0,0,1.0,2.0,2,3,5,25.390624999999996
19.0,0,1.53,42.0,1,0,2.0,3.0,1,0,1.0,0,2.0,0.0,2,3,0,17.941817249775728
21.0,1,1.8,72.0,3,1,3.0,3.0,0,0,2.0,0,1.0,1.0,2,3,1,22.22222222222222
20.0,1,1.6,50.0,2,0,2.0,3.0,0,0,1.0,0,0.0,0.0,2,3,1,19.531249999999996
23.0,1,1.74,105.0,2,1,3.0,3.0,0,0,2.0,1,1.0,0.0,2,3,2,34.68093539437178
23.0,1,1.65,66.0,3,0,3.0,3.0,0,0,2.0,0,3.0,0.0,2,3,1,24.242424242424246
17.0,1,1.7,55.0,2,1,3.0,3.0,0,0,2.0,0,3.0,1.0,0,3,1,19.031141868512112
21.0,0,1.54,47.0,3,0,3.0,3.0,0,0,1.0,1,2.0,0.0,0,3,1,19.81784449316917
17.0,1,1.8,97.0,2,1,2.0,3.0,0,0,3.0,1,1.0,1.0,2,4,6,29.93827160493827
18.0,1,1.82,80.0,3,1,2.0,3.0,0,0,2.0,1,3.0,2.0,2,4,1,24.151672503320853
17.0,1,1.75,70.0,2,0,2.0,3.0,0,0,1.0,1,3.0,2.0,2,4,1,22.857142857142858
26.0,0,1.65,60.0,3,0,3.0,4.0,0,0,2.0,0,2.0,0.0,0,4,1,22.03856749311295
17.0,0,1.6,53.0,2,1,1.0,3.0,0,0,1.0,0,2.0,2.0,2,4,1,20.703124999999996
24.0,0,1.6,51.0,2,1,1.0,3.0,0,0,2.0,1,0.0,1.0,2,0,1,19.921874999999996
17.0,0,1.6,59.0,3,1,2.0,3.0,0,0,2.0,0,1.0,2.0,2,3,1,23.046874999999996
27.0,0,1.55,62.0,2,1,3.0,1.0,0,0,1.0,0,1.0,0.0,2,3,5,25.806451612903224
17.0,1,1.9,60.0,3,0,3.0,3.0,0,0,2.0,0,3.0,1.0,2,4,0,16.62049861495845
17.0,0,1.7,56.0,3,1,1.0,3.0,0,0,1.0,1,1.0,1.0,2,0,1,19.377162629757787
33.0,0,1.56,48.0,2,0,2.0,3.0,0,0,2.0,1,1.0,0.0,2,3,1,19.72386587771203
20.0,1,1.87,75.0,2,1,2.0,3.0,0,0,1.0,0,1.0,1.0,1,3,1,21.447567845806283
19.0,1,1.8,80.0,2,1,2.0,1.0,0,0,2.0,0,2.0,1.0,2,3,1,24.691358024691358
24.0,1,1.84,86.0,2,1,2.0,1.0,0,0,2.0,1,2.0,1.0,0,3,5,25.401701323251416
24.0,1,1.7,68.0,2,1,3.0,3.0,0,0,2.0,0,0.0,0.0,2,2,1,23.529411764705884
33.0,1,1.72,83.0,2,1,2.0,1.0,0,0,2.0,1,3.0,0.0,2,0,6,28.055705786911847
20.0,1,1.58,74.0,2,0,3.0,3.0,0,0,2.0,0,3.0,1.0,1,3,6,29.642685467072578
19.0,1,1.8,60.0,3,1,2.0,3.0,0,0,1.0,0,1.0,1.0,2,3,1,18.51851851851852
17.0,1,1.62,69.0,2,1,3.0,1.0,1,0,2.0,1,1.0,2.0,0,3,5,26.291723822588015
18.0,0,1.62,58.0,3,1,3.0,3.0,0,0,1.0,0,0.0,2.0,2,0,1,22.10028959000152
21.0,0,1.54,56.0,2,1,2.0,1.0,0,0,2.0,0,0.0,2.0,2,3,1,23.61275088547816
18.0,1,1.76,70.0,2,1,2.0,4.0,0,0,2.0,1,2.0,1.0,1,0,1,22.59814049586777
18.0,1,1.76,68.0,2,0,2.0,4.0,0,0,2.0,0,1.0,1.0,1,3,1,21.952479338842977
18.0,1,1.73,70.0,2,1,3.0,3.0,0,0,1.0,0,2.0,1.0,1,3,1,23.38868655818771
17.0,1,1.7,70.0,2,1,3.0,3.0,0,0,2.0,1,0.0,2.0,2,4,1,24.221453287197235
25.0,1,1.7,83.0,3,1,3.0,3.0,1,0,3.0,0,3.0,0.0,2,2,6,28.719723183391007
21.0,1,1.8,75.0,2,1,3.0,3.0,0,0,1.0,1,2.0,0.0,1,3,1,23.148148148148145
29.0,0,1.6,56.0,2,0,2.0,3.0,0,0,1.0,1,0.0,1.0,1,3,1,21.874999999999996
17.0,1,1.7,98.0,2,0,2.0,3.0,0,0,2.0,1,0.0,1.0,2,0,2,33.91003460207613
18.0,0,1.6,60.0,3,1,3.0,1.0,1,0,1.0,1,0.0,2.0,2,4,1,23.437499999999996
16.0,0,1.55,45.0,3,1,2.0,3.0,0,0,2.0,0,1.0,1.0,1,3,1,18.730489073881373
18.0,0,1.59,53.0,3,0,1.0,3.0,0,0,1.0,0,1.0,2.0,2,3,1,20.964360587002094
18.0,1,1.78,108.0,3,0,2.0,3.0,0,0,3.0,1,1.0,0.0,2,3,2,34.086605226612804
16.0,0,1.61,65.0,3,1,1.0,1.0,0,0,2.0,1,0.0,0.0,2,3,5,25.076193048107708
23.0,1,1.71,50.0,3,1,2.0,3.0,0,0,3.0,1,0.0,2.0,0,3,0,17.09927841045108
18.0,0,1.7,50.0,2,0,2.0,3.0,0,0,2.0,0,0.0,1.0,2,4,0,17.301038062283737
18.0,1,1.76,69.5,3,0,3.0,3.0,0,0,3.0,0,2.0,2.0,1,3,1,22.43672520661157
18.0,1,1.7,78.0,2,1,1.0,3.0,0,0,2.0,0,0.0,1.0,2,3,6,26.989619377162633
17.0,0,1.53,55.0,3,1,2.0,3.0,0,0,1.0,1,0.0,1.0,2,3,1,23.49523687470631
20.0,0,1.54,39.0,2,1,1.0,3.0,0,0,2.0,1,3.0,2.0,2,3,0,16.444594366672288
20.0,1,1.66,60.0,3,1,2.0,4.0,0,0,3.0,0,0.0,0.0,1,3,1,21.773842357381334
21.0,1,1.85,125.0,2,1,3.0,1.0,0,0,1.0,1,0.0,0.0,0,3,3,36.523009495982464
21.0,1,1.65,60.0,2,0,3.0,1.0,0,0,1.0,0,0.0,0.0,1,2,1,22.03856749311295
18.0,1,1.65,70.0,3,0,2.0,3.0,0,0,2.0,1,0.0,0.0,2,3,5,25.71166207529844
26.0,1,1.83,82.0,2,1,2.0,3.0,0,0,2.0,0,1.0,1.0,0,3,1,24.48565200513601
27.0,1,1.83,99.0,2,1,3.0,1.0,0,0,2.0,1,2.0,1.0,1,4,6,29.56194571351787
26.0,0,1.66,112.0,3,0,3.0,3.0,0,0,3.0,1,0.0,0.0,2,0,4,40.64450573377849
34.0,1,1.78,73.0,2,1,2.0,3.0,0,0,2.0,0,3.0,1.0,2,0,1,23.04002019946976
18.0,1,1.74,86.0,3,0,3.0,3.0,0,0,2.0,0,3.0,0.0,2,3,6,28.405337561104506
33.0,1,1.76,66.5,2,0,2.0,3.0,0,0,2.0,0,3.0,1.0,2,0,1,21.46823347107438
19.0,0,1.51,59.0,2,1,3.0,3.0,0,0,1.0,1,1.0,2.0,1,4,5,25.876058067628612
20.0,1,1.81,79.0,2,0,3.0,1.0,0,0,2.0,1,0.0,0.0,2,3,1,24.114038033027075
33.0,0,1.55,55.0,2,1,3.0,1.0,0,0,3.0,1,2.0,1.0,2,3,1,22.892819979188342
20.0,1,1.83,66.0,3,0,2.0,3.0,0,0,2.0,0,1.0,1.0,2,3,1,19.70796380901191
20.0,0,1.6,65.0,2,0,3.0,3.0,1,0,2.0,0,0.0,0.0,2,3,5,25.390624999999996
33.0,1,1.85,85.0,2,1,2.0,3.0,0,0,2.0,0,1.0,0.0,1,0,1,24.835646457268076
33.0,1,1.75,85.0,2,0,2.0,3.0,1,0,2.0,0,1.0,0.0,2,3,6,27.755102040816325
33.0,1,1.83,113.0,1,1,2.0,1.0,0,0,2.0,1,1.0,2.0,0,0,2,33.74242288512645
14.0,1,1.71,72.0,3,1,3.0,3.0,0,0,3.0,1,2.0,1.0,2,4,1,24.622960911049557
34.0,1,1.84,88.0,3,1,3.0,3.0,1,0,1.0,0,2.0,0.0,2,0,5,25.99243856332703
18.0,1,1.77,87.0,1,1,3.0,3.0,0,0,2.0,1,1.0,1.0,2,3,6,27.769797950780426
18.0,1,1.7,90.0,2,1,3.0,3.0,0,0,2.0,0,2.0,0.0,2,3,2,31.14186851211073
29.0,1,1.62,89.0,2,1,1.0,3.0,0,0,1.0,1,0.0,0.0,2,3,2,33.91251333638164
18.0,1,1.85,60.0,2,1,3.0,4.0,1,0,2.0,1,2.0,0.0,2,0,0,17.531044558071585
18.0,1,1.84,60.0,2,1,3.0,4.0,1,0,2.0,1,2.0,0.0,2,0,0,17.72211720226843
19.0,1,1.75,58.0,2,1,2.0,3.0,0,0,2.0,0,2.0,0.0,2,1,1,18.93877551020408
33.0,1,1.85,93.0,2,1,2.0,3.0,0,0,1.0,1,1.0,1.0,2,4,6,27.173119065010955
33.0,1,1.74,76.0,2,0,2.0,3.0,0,0,1.0,0,0.0,2.0,2,4,5,25.102391333069097
19.0,0,1.61,53.8,2,1,2.0,3.0,0,0,2.0,1,2.0,1.0,0,3,1,20.755372092126073
22.0,1,1.75,70.0,3,0,2.0,3.0,0,0,3.0,0,1.0,1.0,2,3,1,22.857142857142858
20.0,0,1.67,60.0,2,1,3.0,3.0,0,0,2.0,0,3.0,0.0,3,3,1,21.513858510523864
23.0,1,1.7,69.0,2,1,3.0,1.0,0,0,1.0,0,2.0,1.0,1,3,1,23.87543252595156
26.0,1,1.9,80.0,2,1,2.0,3.0,1,0,1.0,1,1.0,0.0,1,0,1,22.1606648199446
18.0,1,1.65,85.0,2,1,2.0,3.0,0,0,1.0,0,1.0,0.0,2,3,2,31.22130394857668
18.0,0,1.6,55.0,2,1,2.0,4.0,0,0,2.0,0,2.0,1.0,1,3,1,21.484374999999996
19.0,1,1.8,70.0,3,1,3.0,3.0,0,0,1.0,0,2.0,0.0,1,3,1,21.604938271604937
18.0,0,1.64,59.0,2,1,2.0,3.0,0,0,1.0,1,1.0,1.0,2,3,1,21.936347412254616
19.0,1,1.89,87.0,1,1,2.0,4.0,0,0,2.0,0,3.0,1.0,1,0,1,24.355421180818006
19.0,0,1.76,80.0,3,1,2.0,1.0,0,0,3.0,1,3.0,1.0,2,3,5,25.826446280991735
18.0,0,1.56,55.0,1,1,2.0,3.0,0,0,1.0,0,0.0,0.0,2,0,1,22.600262984878366
18.0,0,1.6,56.0,2,1,2.0,1.0,0,0,2.0,1,1.0,0.0,0,4,1,21.874999999999996
19.0,0,1.67,64.0,2,1,3.0,3.0,0,0,2.0,0,2.0,1.0,2,0,1,22.948115744558788
19.0,0,1.6,60.0,2,1,2.0,3.0,0,0,2.0,0,0.0,1.0,1,3,1,23.437499999999996
18.0,0,1.55,56.0,3,1,2.0,3.0,0,0,1.0,0,0.0,0.0,2,0,1,23.309053069719038
18.0,0,1.55,50.0,3,1,3.0,3.0,0,0,1.0,1,1.0,2.0,1,3,1,20.811654526534856
26.0,1,1.72,65.0,2,1,2.0,3.0,0,0,2.0,1,0.0,1.0,2,4,1,21.971335857220122
18.0,1,1.72,53.0,2,1,2.0,3.0,0,0,2.0,1,0.0,2.0,2,3,0,17.915089237425637
19.0,1,1.7,60.0,2,1,2.0,1.0,0,0,2.0,1,2.0,0.0,2,3,1,20.761245674740486
19.0,0,1.51,45.0,2,1,2.0,4.0,0,0,1.0,0,3.0,0.0,2,3,1,19.735976492259113
19.0,1,1.83,82.0,2,1,3.0,3.0,0,0,2.0,1,2.0,0.0,1,3,1,24.48565200513601
19.0,1,1.8,87.0,2,1,2.0,4.0,0,0,2.0,1,2.0,1.0,2,3,5,26.85185185185185
24.0,0,1.6,100.5,2,1,3.0,1.0,0,0,1.0,1,0.0,2.0,2,3,3,39.25781249999999
18.0,0,1.63,63.0,2,1,1.0,3.0,0,0,2.0,1,2.0,2.0,2,3,1,23.711844630960897
19.0,1,1.71,71.0,2,1,3.0,3.0,0,0,2.0,0,1.0,1.0,2,3,1,24.280975342840534
19.0,1,1.7,65.0,3,0,2.0,3.0,0,0,2.0,1,1.0,0.0,1,3,1,22.49134948096886
23.0,1,1.75,69.0,2,0,3.0,3.0,0,0,2.0,0,2.0,1.0,3,0,1,22.53061224489796
18.0,0,1.62,50.0,2,1,3.0,3.0,0,0,1.0,0,0.0,0.0,2,0,1,19.05197378448407
20.0,0,1.68,68.0,3,1,3.0,1.0,0,0,1.0,0,1.0,0.0,2,3,1,24.092970521541954
18.0,1,1.85,66.0,2,1,2.0,3.0,0,0,1.0,0,1.0,1.0,1,3,1,19.284149013878743
33.0,0,1.59,60.0,3,1,3.0,1.0,0,0,2.0,0,0.0,0.0,1,3,1,23.73323840037973
19.0,0,1.5,45.0,2,1,2.0,3.0,0,0,1.0,0,0.0,0.0,2,3,1,20.0
19.0,1,1.69,60.0,2,1,2.0,3.0,0,0,1.0,0,1.0,1.0,0,3,1,21.007667798746546
19.0,1,1.76,79.0,1,1,2.0,3.0,0,0,3.0,1,1.0,2.0,1,3,5,25.50361570247934
21.0,1,1.71,100.0,3,1,2.0,1.0,0,0,2.0,1,0.0,2.0,2,3,2,34.19855682090216
27.0,1,1.72,88.0,2,1,2.0,1.0,0,0,2.0,1,0.0,0.0,0,0,6,29.745808545159548
17.0,1,1.8,68.0,2,0,2.0,3.0,0,0,1.0,1,2.0,1.0,2,3,1,20.98765432098765
18.0,1,1.93,86.0,2,0,3.0,4.0,0,0,2.0,0,2.0,0.0,0,4,1,23.087868130688072
18.0,0,1.6,51.0,2,1,2.0,3.0,0,0,1.0,1,1.0,1.0,1,3,1,19.921874999999996
22.0,1,1.74,75.0,3,1,3.0,3.0,0,0,1.0,1,1.0,0.0,1,0,1,24.772096710265558
20.0,0,1.62,45.0,2,1,3.0,3.0,0,0,1.0,0,1.0,0.0,1,3,0,17.146776406035663
19.0,0,1.54,42.0,3,1,3.0,1.0,0,0,2.0,0,0.0,1.0,2,3,0,17.70956316410862
20.0,0,1.56,51.5,2,1,2.0,3.0,0,0,2.0,0,3.0,0.0,1,3,1,21.1620644312952
18.0,0,1.6,83.0,3,1,2.0,3.0,1,0,2.0,1,1.0,0.0,2,3,2,32.42187499999999
18.0,0,1.54,71.0,3,0,3.0,4.0,0,0,2.0,0,1.0,1.0,1,3,6,29.93759487265981
18.0,0,1.63,51.0,2,1,1.0,3.0,0,0,1.0,1,1.0,0.0,1,3,1,19.195302796492154
19.0,1,1.78,64.0,3,1,2.0,3.0,0,0,1.0,0,1.0,0.0,2,3,1,20.199469763918696
18.0,0,1.62,68.0,3,0,2.0,1.0,0,0,1.0,0,0.0,2.0,2,3,5,25.910684346898332
18.0,0,1.71,75.0,3,1,3.0,3.0,0,0,2.0,1,1.0,0.0,2,3,5,25.64891761567662
18.0,0,1.64,56.0,3,1,3.0,3.0,1,0,1.0,1,1.0,1.0,1,3,1,20.820939916716245
19.0,1,1.69,65.0,2,1,2.0,3.0,0,0,1.0,0,1.0,1.0,1,3,1,22.758306781975424
17.0,0,1.58,50.0,2,1,1.0,4.0,0,0,2.0,0,1.0,2.0,1,3,1,20.028841531805796
18.0,0,1.57,50.0,2,1,2.0,3.0,0,0,1.0,0,0.0,1.0,2,3,1,20.28479857195018
18.0,1,1.74,64.0,2,1,3.0,4.0,1,0,1.0,1,2.0,0.0,2,3,1,21.13885585942661
20.0,0,1.58,53.5,2,1,2.0,1.0,0,0,2.0,1,1.0,1.0,1,3,1,21.4308604390322
18.0,0,1.5,58.0,3,1,2.0,3.0,0,0,1.0,0,0.0,0.0,2,3,5,25.77777777777778
21.0,1,1.8,73.0,2,1,1.0,3.0,0,0,2.0,1,3.0,1.0,0,3,1,22.530864197530864
23.0,1,1.75,75.0,1,1,2.0,3.0,0,0,2.0,0,1.0,0.0,2,3,1,24.489795918367346
20.0,1,1.84,104.0,3,0,2.0,3.0,0,0,3.0,1,3.0,0.0,2,2,2,30.718336483931946
21.0,1,1.88,84.0,2,1,3.0,3.0,0,0,3.0,1,2.0,1.0,2,4,1,23.766410140334994
19.0,0,1.56,50.0,3,1,2.0,1.0,0,0,1.0,0,0.0,2.0,2,3,1,20.5456936226167
24.0,1,1.75,84.0,2,1,3.0,3.0,1,0,2.0,0,1.0,0.0,3,3,6,27.428571428571427
25.0,1,1.66,68.0,2,1,2.0,3.0,0,1,1.0,0,1.0,1.0,2,3,1,24.677021338365513
20.0,1,1.8,65.0,2,1,2.0,3.0,0,0,1.0,0,2.0,0.0,1,2,1,20.061728395061728
18.0,0,1.67,66.0,2,1,3.0,3.0,0,0,2.0,0,0.0,0.0,2,3,1,23.66524436157625
19.0,1,1.8,60.0,3,1,3.0,1.0,1,0,1.0,1,0.0,0.0,0,2,1,18.51851851851852
20.0,1,1.56,45.0,2,0,2.0,3.0,0,0,2.0,0,1.0,1.0,2,3,1,18.49112426035503
25.196214,0,1.686306,104.572712,2,1,3.0,3.0,0,0,1.152736,1,0.319156,1.0,2,3,4,36.77440042603727
18.503343,0,1.683124,126.67378,2,1,3.0,3.0,0,0,1.115967,1,1.541072,1.0,2,3,4,44.71513073213511
26.0,0,1.622397,110.79263,2,1,3.0,3.0,0,0,2.704507,1,0.0,0.29499,2,3,4,42.091713201900674
21.853826,0,1.755643,137.796884,2,1,3.0,3.0,0,0,2.184707,1,1.978631,0.838957,2,3,4,44.70611989614442
21.90012,0,1.843419,165.057269,2,1,3.0,3.0,0,0,2.406541,1,0.10032,0.479221,2,3,4,48.57206150220591
18.306615,0,1.7456,133.03441,2,1,3.0,3.0,0,0,2.984323,1,1.586525,0.62535,2,3,4,43.65907412304322
26.0,0,1.630927,111.485516,2,1,3.0,3.0,0,0,2.444125,1,0.0,0.26579,2,3,4,41.913063294573284
26.0,0,1.629191,104.826776,2,1,3.0,3.0,0,0,2.654702,1,0.0,0.555468,2,3,4,39.493736521200134
21.849705,0,1.770612,133.963349,2,1,3.0,3.0,0,0,2.825629,1,1.399183,0.928972,2,3,4,42.73061954191888
19.799054,1,1.743702,54.927529,2,1,2.0,3.28926,0,0,2.847264,1,1.680844,2.0,2,3,0,18.065314669089037
17.188754,1,1.771915,55.695036,2,1,2.0,4.0,0,0,2.884033,1,2.0,1.340107,2,3,0,17.739064781129436
22.285024,1,1.75376,55.879263,2,1,2.450218,3.995147,0,0,2.147746,1,2.0,0.58998,2,3,0,18.168135016931124
22.0,0,1.675446,51.154201,3,1,3.0,3.0,0,0,2.815293,1,1.978631,1.0,1,3,0,18.223023517295385
21.02497,0,1.666203,49.869791,3,1,3.0,3.0,0,0,2.593459,1,2.0,1.0,1,3,0,17.96311804862242
22.038327,0,1.711467,51.965521,3,1,2.880161,3.0,0,0,1.031354,1,2.206738,1.37465,1,3,0,17.741005339164264
21.243142,0,1.598019,44.845655,3,0,3.0,1.72626,0,0,2.444125,0,1.31817,0.0,1,3,0,17.56129321605508
22.142432,0,1.59611,42.848033,3,0,3.0,2.581015,0,0,2.654702,0,0.902095,0.0,1,3,0,16.819196817270793
21.962426,0,1.57206,43.919835,3,0,3.0,1.600812,0,0,2.651258,0,0.600817,0.0,1,3,0,17.771433666119584
21.491055,0,1.586952,43.087508,3,0,2.00876,1.73762,0,0,1.792022,0,0.119643,0.0,1,3,0,17.10896725321399
22.717943,0,1.59559,44.581159,3,0,2.596579,1.10548,0,0,1.490613,0,0.345684,0.0,1,3,0,17.510911102943165
23.501249,0,1.6,45.0,3,0,2.591439,3.0,0,0,2.074048,0,1.679935,0.0,1,3,0,17.578124999999996
18.535075,0,1.688025,45.0,3,1,3.0,3.0,1,0,3.0,0,2.539762,1.283673,2,3,0,15.792641075006339
19.0,0,1.556211,42.339767,3,1,3.0,2.0846,1,0,2.13755,0,0.196152,0.062488,2,3,0,17.482820643764907
